title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,sentiment,genres_list
Fatman,movie,"Action, Adventure, Comedy",2020.0,tt10310140,5.9,32132.0,Neutral,"['Action', 'Adventure', 'Comedy']"
Mission: Impossible - Dead Reckoning Part One,movie,"Action, Adventure, Thriller",2023.0,tt9603212,7.6,284078.0,High,"['Action', 'Adventure', 'Thriller']"
Wonder,movie,"Drama, Family",2017.0,tt2543472,7.9,187902.0,High,"['Drama', 'Family']"
Fanfic,movie,Drama,2023.0,tt27612422,5.8,1378.0,Neutral,['Drama']
Too Old for Fairy Tales 2,movie,Family,2024.0,tt31739491,4.8,402.0,Low,['Family']
Miller's Girl,movie,"Comedy, Drama, Thriller",2024.0,tt8310486,5.2,23369.0,Low,"['Comedy', 'Drama', 'Thriller']"
Crosspoint,movie,"Action, Drama, Thriller",2024.0,tt31455353,6.5,43.0,Neutral,"['Action', 'Drama', 'Thriller']"
"Rachel Bloom: Death, Let Me Do My Special",movie,"Comedy, Documentary, Music",2024.0,tt33335530,6.6,332.0,Neutral,"['Comedy', 'Documentary', 'Music']"
Scary Stories to Tell in the Dark,movie,"Adventure, Horror, Mystery",2019.0,tt3387520,6.2,89048.0,Neutral,"['Adventure', 'Horror', 'Mystery']"
Like for Likes,movie,"Comedy, Romance",2016.0,tt5358570,6.4,757.0,Neutral,"['Comedy', 'Romance']"
Happiness Ever After,movie,"Drama, Romance",2021.0,tt14307890,4.7,213.0,Low,"['Drama', 'Romance']"
Umjolo: The Gone Girl,movie,"Comedy, Drama, Romance",2024.0,tt33812405,4.4,272.0,Low,"['Comedy', 'Drama', 'Romance']"
Johnny English Strikes Again,movie,"Action, Adventure, Comedy",2018.0,tt6921996,6.2,87190.0,Neutral,"['Action', 'Adventure', 'Comedy']"
Blue Giant,movie,"Animation, Drama, Music",2023.0,tt15737898,7.9,2918.0,High,"['Animation', 'Drama', 'Music']"
Dosen Ghaib: It's Nighttime or You Already Know,movie,"Horror, Thriller",2024.0,tt30517650,4.1,286.0,Low,"['Horror', 'Thriller']"
R.I.P.D. 2: Rise of the Damned,movie,"Action, Adventure, Comedy",2022.0,tt21094994,4.6,6182.0,Low,"['Action', 'Adventure', 'Comedy']"
Unicorns,movie,"Drama, Romance",2023.0,tt21451014,7.3,1271.0,High,"['Drama', 'Romance']"
Woody Woodpecker,movie,"Adventure, Animation, Comedy",2017.0,tt2114504,4.2,5585.0,Low,"['Adventure', 'Animation', 'Comedy']"
"Don't Worry, He Won't Get Far on Foot",movie,"Biography, Comedy, Drama",2018.0,tt6288124,6.8,32070.0,Neutral,"['Biography', 'Comedy', 'Drama']"
The Forbidden Camp: Mass Possession,movie,Horror,2024.0,tt33047057,6.1,317.0,Neutral,['Horror']
Decibel,movie,"Action, Drama, Thriller",2022.0,tt17494686,6.1,2033.0,Neutral,"['Action', 'Drama', 'Thriller']"
Tom & Jerry,movie,"Adventure, Animation, Comedy",2021.0,tt1361336,5.3,41544.0,Low,"['Adventure', 'Animation', 'Comedy']"
Brotherhood of Blades,movie,"Action, History",2014.0,tt4019426,6.6,3880.0,Neutral,"['Action', 'History']"
Poslední aristokratka,movie,Comedy,2019.0,tt9174998,5.5,350.0,Neutral,['Comedy']
Resurrected,movie,"Horror, Sci-Fi",2023.0,tt15340206,5.3,1759.0,Low,"['Horror', 'Sci-Fi']"
Jujutsu Kaisen 0,movie,"Action, Animation, Fantasy",2021.0,tt14331144,7.8,49335.0,High,"['Action', 'Animation', 'Fantasy']"
Teenage Mutant Ninja Turtles: Mutant Mayhem,movie,"Action, Adventure, Animation",2023.0,tt8589698,7.2,72961.0,High,"['Action', 'Adventure', 'Animation']"
Harlot's Prayer,movie,"Drama, Thriller",2023.0,tt27799267,7.2,484.0,High,"['Drama', 'Thriller']"
Pantaskah Aku Berhijab,movie,"Drama, Romance",2024.0,tt33983022,7.9,55.0,High,"['Drama', 'Romance']"
Solo cose belle,movie,Drama,2019.0,tt8826492,6.4,278.0,Neutral,['Drama']
Totem,movie,Drama,2023.0,tt26315142,7.0,3762.0,High,['Drama']
Dead in Tombstone,movie,"Action, Fantasy, Horror",2013.0,tt2268419,4.8,6248.0,Low,"['Action', 'Fantasy', 'Horror']"
Lost Ladies,movie,"Comedy, Drama",2023.0,tt21626284,8.4,50817.0,High,"['Comedy', 'Drama']"
"Berlin, Berlin",movie,"Comedy, Drama, Romance",2020.0,tt10556130,3.8,599.0,Low,"['Comedy', 'Drama', 'Romance']"
Proud Mary,movie,"Action, Crime, Drama",2018.0,tt6421110,5.0,11237.0,Low,"['Action', 'Crime', 'Drama']"
Siblings of the Cape,movie,Drama,2018.0,tt8585484,6.6,389.0,Neutral,['Drama']
Evangelion: Death (True)²,movie,"Action, Animation, Drama",1998.0,tt28717062,6.4,528.0,Neutral,"['Action', 'Animation', 'Drama']"
Puss in Boots: The Last Wish,movie,"Action, Adventure, Animation",2022.0,tt3915174,7.8,202982.0,High,"['Action', 'Adventure', 'Animation']"
Only You,movie,"Drama, Romance",2018.0,tt7531138,6.7,3882.0,Neutral,"['Drama', 'Romance']"
Furiosa: A Mad Max Saga,movie,"Action, Adventure, Sci-Fi",2024.0,tt12037194,7.5,284854.0,High,"['Action', 'Adventure', 'Sci-Fi']"
The Lovebirds,movie,"Action, Comedy, Crime",2020.0,tt8851668,6.1,28421.0,Neutral,"['Action', 'Comedy', 'Crime']"
Life,movie,"Horror, Sci-Fi, Thriller",2017.0,tt5442430,6.6,267135.0,Neutral,"['Horror', 'Sci-Fi', 'Thriller']"
World War Z,movie,"Action, Adventure, Horror",2013.0,tt0816711,7.0,750999.0,High,"['Action', 'Adventure', 'Horror']"
Out of the Blue,movie,"Crime, Drama, Mystery",2022.0,tt15333788,4.4,1823.0,Low,"['Crime', 'Drama', 'Mystery']"
Swimming in a Sand Pool,movie,"Comedy, Drama",2024.0,tt33034308,5.7,49.0,Neutral,"['Comedy', 'Drama']"
Hyena Road,movie,"Drama, War",2015.0,tt4034452,6.5,9560.0,Neutral,"['Drama', 'War']"
The Lorax,movie,"Adventure, Animation, Comedy",2012.0,tt1482459,6.4,136673.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
Motichoor Chaknachoor,movie,"Comedy, Romance",2019.0,tt9172840,5.8,3400.0,Neutral,"['Comedy', 'Romance']"
El Camino,movie,"Crime, Drama, Thriller",2019.0,tt9243946,7.3,315416.0,High,"['Crime', 'Drama', 'Thriller']"
Silence,movie,"Drama, History",2016.0,tt0490215,7.2,127422.0,High,"['Drama', 'History']"
A Quiet Place: Day One,movie,"Drama, Horror, Sci-Fi",2024.0,tt13433802,6.3,149803.0,Neutral,"['Drama', 'Horror', 'Sci-Fi']"
Following,movie,"Mystery, Thriller",2024.0,tt32220831,6.5,1289.0,Neutral,"['Mystery', 'Thriller']"
The Catholic School,movie,Drama,2021.0,tt10345782,5.6,3892.0,Neutral,['Drama']
Love in the Big City,movie,"Comedy, Drama, Romance",2024.0,tt33022813,7.4,1445.0,High,"['Comedy', 'Drama', 'Romance']"
The Boys,movie,"Crime, Drama, Mystery",2022.0,tt22298582,6.7,200.0,Neutral,"['Crime', 'Drama', 'Mystery']"
A Balloon's Landing,movie,Drama,2024.0,tt31843865,6.6,528.0,Neutral,['Drama']
Noryang: Deadly Sea,movie,"Action, Biography, History",2023.0,tt22813112,6.3,1027.0,Neutral,"['Action', 'Biography', 'History']"
Dog Days,movie,"Comedy, Drama, Family",2024.0,tt30911335,6.7,314.0,Neutral,"['Comedy', 'Drama', 'Family']"
The Children's Train,movie,"Drama, History",2024.0,tt29242846,7.4,7196.0,High,"['Drama', 'History']"
Time Cut,movie,"Horror, Mystery, Sci-Fi",2024.0,tt14857528,5.0,18808.0,Low,"['Horror', 'Mystery', 'Sci-Fi']"
Christmas on Windmill Way,movie,Romance,2023.0,tt28152535,5.1,2101.0,Low,['Romance']
Troll Factory,movie,"Crime, Drama",2024.0,tt31315820,5.8,469.0,Neutral,"['Crime', 'Drama']"
The Monkey King,movie,"Action, Adventure, Animation",2023.0,tt8637498,5.8,7289.0,Neutral,"['Action', 'Adventure', 'Animation']"
Big World,movie,"Drama, Family",2024.0,tt30476518,7.3,1266.0,High,"['Drama', 'Family']"
Queer My Friends,movie,Documentary,2023.0,tt28626426,7.0,0.0,High,['Documentary']
Citizen of a Kind,movie,"Action, Comedy, Crime",2024.0,tt30364726,6.7,826.0,Neutral,"['Action', 'Comedy', 'Crime']"
The Fab Five,movie,Documentary,2011.0,tt1852189,8.0,1286.0,High,['Documentary']
12.12: The Day,movie,"Action, Drama, History",2023.0,tt22507524,7.6,4174.0,High,"['Action', 'Drama', 'History']"
Red Shoes and the Seven Dwarfs,movie,"Action, Adventure, Animation",2019.0,tt4429160,6.4,6021.0,Neutral,"['Action', 'Adventure', 'Animation']"
The Dream Songs,movie,Drama,2022.0,tt26757183,7.1,170.0,High,['Drama']
Big Sleep,movie,Drama,2023.0,,6.5,0.0,Neutral,['Drama']
Ride Along,movie,"Action, Comedy, Crime",2014.0,tt1408253,6.1,126352.0,Neutral,"['Action', 'Comedy', 'Crime']"
Ms. Apocalypse,movie,"Drama, Mystery, Thriller",2023.0,tt26422301,7.1,18.0,High,"['Drama', 'Mystery', 'Thriller']"
A Letter from Kyoto,movie,Drama,2022.0,tt22172122,6.4,37.0,Neutral,['Drama']
Roadrunner: A Film About Anthony Bourdain,movie,Documentary,2021.0,tt14512538,7.7,10943.0,High,['Documentary']
Muzzle,movie,"Action, Crime, Drama",2023.0,tt17663876,5.5,4234.0,Neutral,"['Action', 'Crime', 'Drama']"
The Merry Gentlemen,movie,"Comedy, Musical, Romance",2024.0,tt32368345,4.8,10102.0,Low,"['Comedy', 'Musical', 'Romance']"
Bad Boys: Ride or Die,movie,"Action, Adventure, Comedy",2024.0,tt4919268,6.5,99977.0,Neutral,"['Action', 'Adventure', 'Comedy']"
Live Stream,movie,Thriller,2023.0,tt27664078,5.0,124.0,Low,['Thriller']
Heartless,movie,Drama,2023.0,tt26245778,6.5,558.0,Neutral,['Drama']
An Invisible Victim: The Eliza Samudio Case,movie,"Crime, Documentary",2024.0,tt33355991,6.4,966.0,Neutral,"['Crime', 'Documentary']"
Saezuru Tori Wa Habatakanai: The Clouds Gather,movie,"Animation, Crime, Drama",2020.0,tt10675392,6.8,1134.0,Neutral,"['Animation', 'Crime', 'Drama']"
The Ambush,movie,"Action, Drama, War",2021.0,tt13445076,6.1,2628.0,Neutral,"['Action', 'Drama', 'War']"
Streamer,movie,"Horror, Mystery",2023.0,tt27127187,4.3,134.0,Low,"['Horror', 'Mystery']"
Love at First Stream,movie,"Comedy, Drama, Romance",2021.0,tt15006444,5.6,161.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Nobody,movie,"Action, Crime, Drama",2021.0,tt7888964,7.4,348991.0,High,"['Action', 'Crime', 'Drama']"
Picnic,movie,Family,2023.0,tt29579024,6.5,61.0,Neutral,['Family']
Streams,movie,Drama,2021.0,tt15078318,5.8,153.0,Neutral,['Drama']
Summer of 85,movie,"Drama, Romance",2020.0,tt10457128,6.9,14813.0,Neutral,"['Drama', 'Romance']"
Necromancer 2020,movie,"Action, Fantasy, Horror",2019.0,tt13597808,4.6,172.0,Low,"['Action', 'Fantasy', 'Horror']"
My Boo,movie,"Comedy, Drama, Horror",2024.0,tt32380407,6.1,686.0,Neutral,"['Comedy', 'Drama', 'Horror']"
Baby Driver,movie,"Action, Crime, Drama",2017.0,tt3890160,7.5,648903.0,High,"['Action', 'Crime', 'Drama']"
Cobweb,movie,"Comedy, Drama, History",2023.0,tt21254598,6.6,2061.0,Neutral,"['Comedy', 'Drama', 'History']"
The Wolf of Wall Street,movie,"Biography, Comedy, Crime",2013.0,tt0993846,8.2,1680511.0,High,"['Biography', 'Comedy', 'Crime']"
Nope,movie,"Horror, Mystery, Sci-Fi",2022.0,tt10954984,6.8,297857.0,Neutral,"['Horror', 'Mystery', 'Sci-Fi']"
Midnight in the Switchgrass,movie,"Crime, Mystery, Thriller",2021.0,tt11656220,4.6,12000.0,Low,"['Crime', 'Mystery', 'Thriller']"
Start Up Never Give Up,movie,"Drama, Comedy",2024.0,,,0.0,Neutral,"['Drama', 'Comedy']"
Babes,movie,Comedy,2024.0,tt21276958,6.3,6329.0,Neutral,['Comedy']
On the Fringe,movie,Drama,2022.0,tt12306964,6.6,2557.0,Neutral,['Drama']
Audrey,movie,"Biography, Documentary, History",2020.0,tt10731386,7.1,2704.0,High,"['Biography', 'Documentary', 'History']"
Ali Wong: Single Lady,movie,"Comedy, Documentary",2024.0,tt33350315,6.2,1993.0,Neutral,"['Comedy', 'Documentary']"
Jake Paul vs. Mike Tyson,movie,"Action, Game-Show, Reality-TV",2024.0,tt31630905,2.9,1473.0,Low,"['Action', 'Game-Show', 'Reality-TV']"
Limbo,movie,"Crime, Drama, Thriller",2021.0,tt14032696,7.1,3968.0,High,"['Crime', 'Drama', 'Thriller']"
"Hello, Love, Again",movie,"Drama, Romance",2024.0,tt32401874,6.7,862.0,Neutral,"['Drama', 'Romance']"
Wonderland,movie,Drama,2023.0,tt28306706,7.8,103.0,High,['Drama']
Like Someone in Love,movie,Drama,2012.0,tt1843287,7.0,13452.0,High,['Drama']
The WORD,movie,Drama,2022.0,tt10692870,5.9,97.0,Neutral,['Drama']
Bill & Ted Face the Music,movie,"Adventure, Comedy, Music",2020.0,tt1086064,5.9,54749.0,Neutral,"['Adventure', 'Comedy', 'Music']"
Sing: Thriller,movie,"Animation, Comedy, Family",2024.0,tt33999453,6.6,3006.0,Neutral,"['Animation', 'Comedy', 'Family']"
Shelter,movie,"Comedy, Drama",2010.0,tt1817236,6.9,389.0,Neutral,"['Comedy', 'Drama']"
BlackBerry,movie,"Biography, Comedy, Drama",2023.0,tt21867434,7.3,55681.0,High,"['Biography', 'Comedy', 'Drama']"
Mary,movie,Drama,2024.0,tt32084246,5.2,8189.0,Low,['Drama']
No More Bets,movie,"Crime, Drama",2023.0,tt28076784,6.8,3296.0,Neutral,"['Crime', 'Drama']"
Paddington in Peru,movie,"Adventure, Comedy, Family",2024.0,tt5822536,6.7,21108.0,Neutral,"['Adventure', 'Comedy', 'Family']"
Carry-On,movie,"Action, Crime, Thriller",2024.0,tt21382296,6.5,165075.0,Neutral,"['Action', 'Crime', 'Thriller']"
Shoutai,movie,"Crime, Thriller",2024.0,tt33483700,6.9,572.0,Neutral,"['Crime', 'Thriller']"
After,movie,"Drama, Romance",2019.0,tt4126476,5.3,71324.0,Low,"['Drama', 'Romance']"
Drive,movie,"Action, Drama",2011.0,tt0780504,7.8,734298.0,High,"['Action', 'Drama']"
A Man of Reason,movie,"Action, Drama, Thriller",2022.0,tt21387514,5.8,1162.0,Neutral,"['Action', 'Drama', 'Thriller']"
Concrete Utopia,movie,"Action, Adventure, Drama",2023.0,tt13086266,6.6,8070.0,Neutral,"['Action', 'Adventure', 'Drama']"
Hopeless,movie,"Crime, Drama",2023.0,tt27502351,6.0,785.0,Neutral,"['Crime', 'Drama']"
The Childe,movie,"Action, Drama, Thriller",2023.0,tt27534328,6.8,5638.0,Neutral,"['Action', 'Drama', 'Thriller']"
Hail to Hell,movie,"Adventure, Drama",2022.0,tt22171898,6.1,182.0,Neutral,"['Adventure', 'Drama']"
Spider-Man: Across the Spider-Verse,movie,"Action, Adventure, Animation",2023.0,tt9362722,8.5,450922.0,High,"['Action', 'Adventure', 'Animation']"
Honey Sweet,movie,Comedy,2023.0,tt28625660,6.4,328.0,Neutral,['Comedy']
The Moon,movie,"Action, Adventure, Drama",2023.0,tt27688034,5.8,9854.0,Neutral,"['Action', 'Adventure', 'Drama']"
Target,movie,"Crime, Mystery, Thriller",2023.0,tt22507484,6.4,3184.0,Neutral,"['Crime', 'Mystery', 'Thriller']"
Project Silence,movie,"Action, Horror, Sci-Fi",2023.0,tt25808194,5.4,3147.0,Low,"['Action', 'Horror', 'Sci-Fi']"
"No Heaven, But Love.",movie,"Drama, Romance",2023.0,tt28678677,8.4,40.0,High,"['Drama', 'Romance']"
Dr. Cheon and Lost Talisman,movie,"Crime, Fantasy, Horror",2023.0,tt29005755,5.9,1117.0,Neutral,"['Crime', 'Fantasy', 'Horror']"
Barbie,movie,"Adventure, Comedy, Fantasy",2023.0,tt1517268,6.8,605008.0,Neutral,"['Adventure', 'Comedy', 'Fantasy']"
Greenhouse,movie,"Crime, Drama, Thriller",2022.0,tt22489882,6.2,163.0,Neutral,"['Crime', 'Drama', 'Thriller']"
Sleep,movie,"Horror, Mystery, Thriller",2023.0,tt8209702,6.6,5992.0,Neutral,"['Horror', 'Mystery', 'Thriller']"
The Black Phone,movie,"Horror, Mystery, Thriller",2021.0,tt7144666,6.9,225486.0,Neutral,"['Horror', 'Mystery', 'Thriller']"
Kathal: A Jackfruit Mystery,movie,"Comedy, Crime, Drama",2023.0,tt18413766,6.7,9714.0,Neutral,"['Comedy', 'Crime', 'Drama']"
Blue Lock: Episode Nagi,movie,"Animation, Drama, Sport",2024.0,tt28671146,6.6,2505.0,Neutral,"['Animation', 'Drama', 'Sport']"
Kooky,movie,"Animation, Comedy, Family",2010.0,tt1630603,7.2,1303.0,High,"['Animation', 'Comedy', 'Family']"
Modern Father's Diary,movie,Comedy,2021.0,tt12621548,5.8,256.0,Neutral,['Comedy']
Meet the Blacks,movie,"Comedy, Horror",2016.0,tt4191580,4.8,38225.0,Low,"['Comedy', 'Horror']"
The Father,movie,"Drama, Mystery",2020.0,tt10272386,8.2,212096.0,High,"['Drama', 'Mystery']"
Tuesday,movie,"Drama, Fantasy",2023.0,tt14682800,6.3,4030.0,Neutral,"['Drama', 'Fantasy']"
Apostle,movie,"Drama, Fantasy, Horror",2018.0,tt6217306,6.3,62650.0,Neutral,"['Drama', 'Fantasy', 'Horror']"
Beast,movie,"Action, Adventure, Drama",2022.0,tt13223398,5.6,46005.0,Neutral,"['Action', 'Adventure', 'Drama']"
The Conjuring 2,movie,"Horror, Mystery, Thriller",2016.0,tt3065204,7.3,317719.0,High,"['Horror', 'Mystery', 'Thriller']"
Where the Crawdads Sing,movie,"Drama, Mystery, Romance",2022.0,tt9411972,7.2,145720.0,High,"['Drama', 'Mystery', 'Romance']"
The Accountant,movie,"Action, Crime, Drama",2016.0,tt2140479,7.3,344961.0,High,"['Action', 'Crime', 'Drama']"
The Devil All the Time,movie,"Crime, Drama, Thriller",2020.0,tt7395114,7.1,161212.0,High,"['Crime', 'Drama', 'Thriller']"
The Stranger,movie,"Crime, Drama, Thriller",2022.0,tt11897478,6.6,28497.0,Neutral,"['Crime', 'Drama', 'Thriller']"
ADEL Is Not ADEL,movie,"Comedy, Drama",2024.0,,6.4,0.0,Neutral,"['Comedy', 'Drama']"
Miss Peregrine's Home for Peculiar Children,movie,"Adventure, Drama, Family",2016.0,tt1935859,6.7,200780.0,Neutral,"['Adventure', 'Drama', 'Family']"
B&B Merry,movie,"Comedy, Romance",2022.0,tt22333954,5.7,2613.0,Neutral,"['Comedy', 'Romance']"
A True Gentleman,movie,"Drama, Romance",2024.0,tt23218054,4.5,2121.0,Low,"['Drama', 'Romance']"
Apollo 13: Survival,movie,"Documentary, History",2024.0,tt31852716,7.3,2389.0,High,"['Documentary', 'History']"
The New Year That Never Came,movie,"Drama, History",2024.0,tt33030375,8.2,5016.0,High,"['Drama', 'History']"
One for the Road,movie,Drama,2021.0,tt11508438,7.2,1386.0,High,['Drama']
The Chaos Sisters and Penguin Paul,movie,"Action, Adventure, Comedy",2024.0,tt6647982,5.7,67.0,Neutral,"['Action', 'Adventure', 'Comedy']"
Winners,movie,Family,2024.0,tt28228462,6.5,181.0,Neutral,['Family']
I'll See You in My Dreams,movie,"Comedy, Drama, Romance",2015.0,tt3236120,6.7,9378.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Assassination Nation,movie,"Action, Comedy, Crime",2018.0,tt6205872,6.0,22706.0,Neutral,"['Action', 'Comedy', 'Crime']"
The Great Escaper,movie,"Biography, Drama, War",2023.0,tt14124080,7.0,8290.0,High,"['Biography', 'Drama', 'War']"
The Sparks Brothers,movie,"Biography, Comedy, Documentary",2021.0,tt8610436,7.7,6300.0,High,"['Biography', 'Comedy', 'Documentary']"
Lassie Come Home,movie,"Adventure, Drama, Family",2020.0,tt10384944,5.6,709.0,Neutral,"['Adventure', 'Drama', 'Family']"
Lassie - A New Adventure,movie,"Action, Drama, Family",2023.0,tt23023256,5.5,323.0,Neutral,"['Action', 'Drama', 'Family']"
Talk to Me,movie,"Horror, Thriller",2022.0,tt10638522,7.1,182022.0,High,"['Horror', 'Thriller']"
Transformers: Rise of the Beasts,movie,"Action, Adventure, Sci-Fi",2023.0,tt5090568,6.0,121198.0,Neutral,"['Action', 'Adventure', 'Sci-Fi']"
The Deliverance,movie,"Drama, Horror, Mystery",2024.0,tt4196566,5.1,22375.0,Low,"['Drama', 'Horror', 'Mystery']"
Legend of the Demon Cat,movie,"Adventure, Drama, Family",2017.0,tt6157626,6.2,3183.0,Neutral,"['Adventure', 'Drama', 'Family']"
Call Jane,movie,"Drama, History",2022.0,tt7461272,6.5,6887.0,Neutral,"['Drama', 'History']"
The Sin,movie,Horror,2024.0,tt32013903,5.3,339.0,Low,['Horror']
No Kids,movie,"Comedy, Romance",2015.0,tt4400028,6.3,2288.0,Neutral,"['Comedy', 'Romance']"
The Offering,movie,Horror,2022.0,tt13103732,5.3,8244.0,Low,['Horror']
The Unforgivable,movie,"Crime, Drama, Mystery",2021.0,tt11233960,7.1,123518.0,High,"['Crime', 'Drama', 'Mystery']"
Demolition,movie,"Comedy, Drama",2015.0,tt1172049,7.0,121795.0,High,"['Comedy', 'Drama']"
Fighter,movie,"Action, Drama",2024.0,tt13818368,6.2,52080.0,Neutral,"['Action', 'Drama']"
Poison Sangga: The Homewrecker's Curse,movie,"Horror, Thriller",2024.0,tt33047499,6.9,187.0,Neutral,"['Horror', 'Thriller']"
The Invisible Boy,movie,"Action, Adventure, Comedy",2014.0,tt3078296,6.2,4479.0,Neutral,"['Action', 'Adventure', 'Comedy']"
Katinka,movie,Drama,2017.0,tt14281786,6.5,0.0,Neutral,['Drama']
That Christmas,movie,"Adventure, Animation, Comedy",2024.0,tt14855468,6.8,16890.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
My Annoying Brother,movie,"Comedy, Drama, Sport",2024.0,tt32740308,7.5,233.0,High,"['Comedy', 'Drama', 'Sport']"
A Mother's Embrace,movie,Horror,2024.0,tt23848264,5.8,583.0,Neutral,['Horror']
Rebecca,movie,"Drama, Mystery, Romance",2020.0,tt2235695,6.0,48464.0,Neutral,"['Drama', 'Mystery', 'Romance']"
The Equalizer,movie,"Action, Crime, Thriller",2014.0,tt0455944,7.3,444143.0,High,"['Action', 'Crime', 'Thriller']"
Hillbilly Elegy,movie,"Biography, Drama",2020.0,tt6772802,6.7,58304.0,Neutral,"['Biography', 'Drama']"
The Possession of Hannah Grace,movie,"Horror, Mystery, Thriller",2018.0,tt5734576,5.2,27947.0,Low,"['Horror', 'Mystery', 'Thriller']"
22-Jul,movie,"Biography, Crime, Drama",2018.0,tt7280898,6.8,39094.0,Neutral,"['Biography', 'Crime', 'Drama']"
Haywire,movie,"Action, Drama, Thriller",2011.0,tt1506999,5.8,91410.0,Neutral,"['Action', 'Drama', 'Thriller']"
Arrival,movie,"Drama, Mystery, Sci-Fi",2016.0,tt2543164,7.9,814703.0,High,"['Drama', 'Mystery', 'Sci-Fi']"
Wheelman,movie,"Action, Thriller",2017.0,tt5723286,6.4,22862.0,Neutral,"['Action', 'Thriller']"
Father of the Year,movie,Comedy,2018.0,tt7256866,5.2,13112.0,Low,['Comedy']
Chappaquiddick,movie,"Biography, Drama, History",2017.0,tt5270948,6.4,15065.0,Neutral,"['Biography', 'Drama', 'History']"
Bleed for This,movie,"Biography, Drama, Sport",2016.0,tt1620935,6.8,32362.0,Neutral,"['Biography', 'Drama', 'Sport']"
Perewangan,movie,"Horror, Mystery, Thriller",2024.0,tt31434122,5.5,149.0,Neutral,"['Horror', 'Mystery', 'Thriller']"
The Purge: Election Year,movie,"Action, Horror, Sci-Fi",2016.0,tt4094724,6.0,115090.0,Neutral,"['Action', 'Horror', 'Sci-Fi']"
Central Intelligence,movie,"Action, Comedy, Crime",2016.0,tt1489889,6.3,225538.0,Neutral,"['Action', 'Comedy', 'Crime']"
Moneyball,movie,"Biography, Drama, Sport",2011.0,tt1210166,7.6,485341.0,High,"['Biography', 'Drama', 'Sport']"
"Crazy, Stupid, Love.",movie,"Comedy, Drama, Romance",2011.0,tt1570728,7.4,590482.0,High,"['Comedy', 'Drama', 'Romance']"
For My Country,movie,Drama,2022.0,tt19891500,6.2,435.0,Neutral,['Drama']
Chinatown Chacha,movie,"Action, Comedy",2024.0,tt30957694,5.1,56.0,Low,"['Action', 'Comedy']"
Divergent,movie,"Action, Adventure, Drama",2014.0,tt1840309,6.6,504731.0,Neutral,"['Action', 'Adventure', 'Drama']"
